"id","home_type","bed","bath","play_ground","swimming_tank","acre_lot","house_size","city","state_name","zip_code","zip_code_population","listing_date","listing_price","sold_date","actual_sold_price","status"
"KvV5FNWUA6","Land",5,3,"N","Y",3.345,457,"Elizabeth","New Jersey",7216,2100,"2020-04-04",481822,"2021-01-25",135835,"Sold"
"LWPaG7VVb7","Multi Family",3,4,"Y","Y",2.247,1603,"Elizabeth","New Jersey",7208,6890,"2021-01-22",233805,"2020-08-10",333876,"Pending"
"Wghor650ut","Multi Family",4,2,"N","Y",6.226,2848,"Atlantic City","New Jersey",8405,45600,"2020-01-19",223992,"2020-02-25",131222,"Sold"
"c4oEWY4oOo","Multi Family",2,3,"Y","N",8.984,2107,"Elizabeth","New Jersey",7215,26500,"2020-03-23",67538,"2020-07-11",394780,"Pending"
"n92UIDWwAX","Multi Family",0,4,"Y","Y",8.754,1114,"Elizabeth","New Jersey",7208,6890,"2020-11-19",321261,"2020-04-17",173146,"Pending"
"Z3Mck6HNsJ","Land",3,3,"Y","Y",7.857,1367,"Elizabeth","New Jersey",7215,26500,"2020-05-02",178062,"2020-05-15",353990,"Pending"
"GCVFQZM0S0","Single Family",0,0,"Y","N",4.178,2124,"Elizabeth","New Jersey",7216,2100,"2020-04-29",72648,"2020-02-12",429753,"Sold"
"xPz4HoTBCt","Multi Family",4,0,"Y","Y",7.658,1695,"Atlantic City","New Jersey",8402,6500,"2020-03-23",450765,"2020-02-18",225201,"Sold"
"20KnCO4nD1","Multi Family",2,0,"N","Y",6.861,834,"Atlantic City","New Jersey",8405,45600,"2020-11-07",296738,"2020-03-07",474932,"Sold"
"AIugfodIn0","Land",3,3,"N","N",4.725,2482,"Elizabeth","New Jersey",7208,6890,"2020-12-05",283430,"2020-10-14",413043,"Pending"
"IfHy2F0CI9","Land",5,4,"Y","Y",4.675,422,"Hudson County","New Jersey",7305,12700,"2020-07-04",330725,"2021-01-22",165939,"Pending"
"wH5Mr10Z6G","Single Family",0,1,"N","N",8.495,2959,"Atlantic City","New Jersey",8404,8900,"2020-11-27",100647,"2021-01-26",180523,"Pending"
"v4dcAt0ASA","Single Family",0,3,"N","N",7.613,2351,"Atlantic City","New Jersey",8402,6500,"2020-03-04",296277,"2020-08-16",452216,"Sold"
"LfW1mYNxvz","Multi Family",2,3,"Y","Y",4.325,2888,"Elizabeth","New Jersey",7216,2100,"2021-01-10",97437,"2020-11-14",393553,"Sold"
"3A996DSV5d","Land",4,4,"N","Y",6.439,1665,"Atlantic City","New Jersey",8404,8900,"2020-02-20",373090,"2020-08-21",135198,"Sold"
"awsyKqpDVT","Land",5,2,"N","N",1.59,547,"Elizabeth","New Jersey",7215,26500,"2020-03-26",90663,"2020-12-09",459871,"Pending"
"GUDc9UDhBU","Multi Family",5,1,"Y","N",4.322,570,"Atlantic City","New Jersey",8404,8900,"2020-08-10",146850,"2020-10-09",55898,"Pending"
"xVNMHa40iS","Multi Family",3,4,"Y","Y",6.117,1919,"Atlantic City","New Jersey",8405,45600,"2020-12-19",65399,"2020-11-21",311761,"Sold"
"yOR9hWmR9R","Multi Family",0,0,"Y","Y",6.243,739,"Elizabeth","New Jersey",7215,26500,"2020-10-23",346454,"2020-11-04",379578,"Pending"
"J3r607Z2Qz","Land",1,3,"Y","N",9.526,1895,"Atlantic City","New Jersey",8402,6500,"2020-08-13",287128,"2020-07-04",313770,"Pending"
"ZjbxkcZOsG","Land",2,2,"Y","Y",3.174,618,"Hudson County","New Jersey",7305,12700,"2020-08-22",290704,"2020-02-04",81894,"Sold"
"Id5I3xtmcO","Land",4,0,"N","Y",4.656,1444,"Elizabeth","New Jersey",7208,6890,"2020-07-23",450319,"2020-12-09",50675,"Pending"
"N635uSaAX8","Single Family",2,2,"Y","N",6.084,1919,"Hammonton","New Jersey",8037,23729,"2020-12-16",71037,"2020-12-23",259846,"Pending"
"VuqyXQDYBw","Single Family",2,0,"N","N",8.874,1907,"Hammonton","New Jersey",8037,23729,"2021-01-28",168722,"2020-07-14",206530,"Sold"
"xRNE7iGqE4","Land",4,2,"Y","N",8.745,790,"Atlantic City","New Jersey",8405,45600,"2020-04-10",394166,"2020-02-25",63679,"Pending"
"V5UBUNOfnp","Single Family",0,3,"Y","N",2.534,1725,"Atlantic City","New Jersey",8405,45600,"2020-10-04",28867,"2020-04-26",369452,"Sold"
"i0Czci60mq","Multi Family",3,3,"N","Y",5.428,984,"Elizabeth","New Jersey",7216,2100,"2020-08-01",74086,"2020-02-20",283727,"Sold"
"zVpilASR8h","Multi Family",4,1,"N","N",0.177,285,"Elizabeth","New Jersey",7216,2100,"2020-10-06",381540,"2020-05-18",11915,"Sold"
"Wtka2j1zHZ","Multi Family",0,3,"Y","Y",7.058,366,"Atlantic City","New Jersey",8404,8900,"2020-11-14",232531,"2020-11-06",447465,"Pending"
"4ZKfloYndH","Single Family",3,2,"Y","N",9.449,646,"Atlantic City","New Jersey",8402,6500,"2020-10-24",149728,"2020-04-28",244330,"Pending"
"tEioBfjcX0","Multi Family",0,4,"Y","Y",4.774,1126,"Elizabeth","New Jersey",7208,6890,"2020-06-24",243285,"2020-02-14",173154,"Pending"
"D8w0lcLLQ0","Land",4,4,"Y","Y",3.082,1116,"Hudson County","New Jersey",7305,12700,"2020-11-16",499274,"2020-09-28",493191,"Pending"
"dJLpHdcSxa","Multi Family",0,3,"Y","Y",8.756,1422,"Atlantic City","New Jersey",8402,6500,"2020-12-16",385073,"2020-07-07",376962,"Pending"
"xPz4HoTBCt","Multi Family",4,0,"Y","Y",7.658,1695,"Atlantic City","New Jersey",8405,45600,"2020-03-23",450765,"2020-02-18",225201,"Sold"
"SozbJDUbBo","Multi Family",2,0,"Y","N",2.537,734,"Atlantic City","New Jersey",8405,45600,"2021-01-17",337513,"2020-11-18",241564,"Pending"
"bOkNRxJoHc","Single Family",3,1,"N","N",9.675,1984,"Atlantic City","New Jersey",8404,8900,"2020-07-30",81656,"2020-07-28",107108,"Pending"
"iHM5SGEYiB","Land",2,3,"N","N",5.518,372,"Atlantic City","New Jersey",8404,8900,"2020-06-10",267086,"2020-04-05",433464,"Pending"
"r7ZJtvmmOu","Land",4,0,"N","N",9.969,2063,"Atlantic City","New Jersey",8402,6500,"2020-03-25",480175,"2020-05-06",319964,"Pending"
"08wNoarwIa","Single Family",5,4,"N","Y",4.473,585,"Atlantic City","New Jersey",8404,8900,"2021-01-03",101486,"2020-02-09",37339,"Pending"
"kj8E69vEXA","Multi Family",1,3,"N","N",2.633,968,"Elizabeth","New Jersey",7208,6890,"2020-06-10",149108,"2020-06-02",235552,"Sold"
"GddQiq6RlV","Land",2,3,"Y","Y",3.741,1517,"Elizabeth","New Jersey",7215,26500,"2020-12-24",181679,"2020-06-03",222323,"Pending"
"1bNt8gh0IP","Land",5,0,"N","Y",1.208,1452,"Atlantic City","New Jersey",8402,6500,"2020-08-17",439305,"2020-09-07",342196,"Sold"
"qJllXxCoTu","Multi Family",5,4,"N","N",1.462,1869,"Atlantic City","New Jersey",8402,6500,"2020-12-22",226649,"2020-08-15",450131,"Pending"
"AJ46Z7qTiY","Multi Family",1,0,"N","Y",9.993,1180,"Elizabeth","New Jersey",7216,2100,"2021-01-10",337653,"2020-12-09",322909,"Pending"
"eusQvPRTkH","Single Family",2,3,"Y","Y",6.726,1202,"Elizabeth","New Jersey",7215,26500,"2021-01-02",93814,"2020-04-06",351371,"Sold"
"xVNMHa40iS","Multi Family",3,4,"Y","Y",6.117,1919,"Atlantic City","New Jersey",8402,6500,"2020-12-19",65399,"2020-11-21",311761,"Sold"
"C0FuWd7eYA","Multi Family",2,0,"Y","N",4.814,2410,"Hammonton","New Jersey",8037,23729,"2020-01-14",180857,"2020-03-27",342326,"Sold"
"15pAWY4Ikh","Single Family",4,0,"Y","Y",1.841,1821,"Elizabeth","New Jersey",7216,2100,"2020-04-18",238742,"2020-05-26",275863,"Pending"
"N9ZVmYgivA","Land",4,1,"Y","Y",6.143,1559,"Atlantic City","New Jersey",8405,45600,"2020-01-16",417414,"2020-02-17",44868,"Pending"
"xVp8kpdO9U","Land",0,1,"N","Y",7.115,1518,"Elizabeth","New Jersey",7216,2100,"2020-08-12",432155,"2020-10-12",196454,"Pending"
"w6qqalwXPP","Multi Family",1,4,"Y","Y",7.728,1450,"Atlantic City","New Jersey",8402,6500,"2020-09-02",143985,"2020-12-25",330082,"Pending"
"ErhrrtKb3n","Single Family",0,0,"N","Y",0.626,2376,"Hammonton","New Jersey",8037,23729,"2020-10-25",147027,"2020-12-30",171434,"Sold"
"p2EHnzXq8d","Single Family",5,1,"N","Y",7.914,100,"Atlantic City","New Jersey",8405,45600,"2021-01-25",132891,"2020-11-21",171274,"Sold"
"6a8qVts676","Multi Family",1,4,"Y","Y",2.031,564,"Atlantic City","New Jersey",8405,45600,"2020-02-13",384842,"2020-01-14",497740,"Pending"
"ZZLxjAnoQk","Land",1,4,"N","N",7.872,2667,"Atlantic City","New Jersey",8402,6500,"2020-11-14",324934,"2020-07-28",425244,"Pending"
"V3kruET44H","Multi Family",3,0,"Y","Y",9.244,1404,"Atlantic City","New Jersey",8404,8900,"2020-09-26",83326,"2020-08-03",168125,"Pending"
"KgvzFuecsm","Land",0,3,"N","N",9.849,2476,"Basking Ridge","New Jersey",7920,7000,"2021-01-05",52965,"2020-11-10",381639,"Pending"
"pU2BwWVQHD","Single Family",1,0,"Y","N",6.465,2253,"Atlantic City","New Jersey",8405,45600,"2020-12-26",318654,"2020-11-21",457470,"Pending"
"bxjiGhIrSW","Land",0,2,"N","N",0.09,1382,"Elizabeth","New Jersey",7216,2100,"2020-01-05",324962,"2020-06-23",120935,"Pending"
"bSGMLE7VoM","Single Family",1,3,"Y","N",7.789,1791,"Atlantic City","New Jersey",8404,8900,"2020-12-12",430333,"2020-07-11",472285,"Sold"
"jBL8z1qgBb","Single Family",1,4,"N","N",5.074,2173,"Hudson County","New Jersey",7305,12700,"2020-02-12",445915,"2020-12-14",65187,"Sold"
"9admyqEI8L","Multi Family",2,3,"Y","N",1.804,2915,"Atlantic City","New Jersey",8405,45600,"2020-02-24",132624,"2020-08-15",332958,"Sold"
"gO2FEwFnqV","Multi Family",5,0,"Y","N",7.096,1548,"Elizabeth","New Jersey",7216,2100,"2020-12-13",159143,"2020-02-23",456224,"Pending"
"YJyRdr7GPM","Land",3,2,"Y","N",0.81,681,"Elizabeth","New Jersey",7215,26500,"2020-10-03",275277,"2020-04-22",142683,"Pending"
"xgTziO1hjM","Single Family",2,1,"Y","Y",5.084,2074,"Atlantic City","New Jersey",8405,45600,"2020-08-30",174419,"2020-10-31",463307,"Pending"
"2dhPC7nPhJ","Multi Family",0,4,"Y","N",8.32,347,"Atlantic City","New Jersey",8402,6500,"2020-01-26",491736,"2020-02-25",202822,"Pending"
"rwPh6Mf1Mi","Single Family",5,1,"N","Y",1.816,2915,"Atlantic City","New Jersey",8402,6500,"2020-04-02",356364,"2021-01-04",32224,"Sold"
"JCTNXQWVar","Land",0,0,"N","Y",5.279,305,"Elizabeth","New Jersey",7215,26500,"2020-09-20",76061,"2020-03-14",269777,"Sold"
"BpYclER78R","Multi Family",1,2,"Y","Y",5.019,2620,"Atlantic City","New Jersey",8405,45600,"2020-09-26",366458,"2020-10-30",228293,"Sold"
"xVNMHa40iS","Multi Family",3,4,"Y","Y",6.117,1919,"Atlantic City","New Jersey",8404,8900,"2020-12-19",65399,"2020-11-21",311761,"Sold"
"iz3qIZzpar","Single Family",3,1,"Y","N",4.708,656,"Atlantic City","New Jersey",8404,8900,"2021-01-05",390108,"2020-10-11",296250,"Sold"
"6a8qVts676","Multi Family",1,4,"Y","Y",2.031,564,"Atlantic City","New Jersey",8404,8900,"2020-02-13",384842,"2020-01-14",497740,"Pending"
"cd1jeQRmTq","Single Family",3,0,"N","Y",8.147,1316,"Elizabeth","New Jersey",7216,2100,"2020-01-24",159601,"2020-11-06",58113,"Sold"
"aU5kzY64AX","Multi Family",5,3,"N","N",2.088,2915,"Atlantic City","New Jersey",8405,45600,"2020-07-29",437048,"2020-09-13",128756,"Sold"
"1wzJ09ekFN","Single Family",1,1,"N","Y",1.715,1335,"Hammonton","New Jersey",8037,23729,"2020-07-01",410446,"2020-09-02",120255,"Pending"
"0BZsw7ywlG","Single Family",2,2,"N","Y",3.006,424,"Atlantic City","New Jersey",8405,45600,"2020-01-23",373258,"2020-07-24",269657,"Pending"
"3wh5ffJRoq","Land",1,4,"Y","N",2.595,1799,"Basking Ridge","New Jersey",7920,7000,"2020-07-20",118266,"2020-10-14",241046,"Pending"
"nsrtNJEHaj","Multi Family",3,0,"N","Y",3.758,2673,"Elizabeth","New Jersey",7208,6890,"2020-11-01",352580,"2020-11-14",11430,"Pending"
"rfDffS90FM","Multi Family",2,3,"N","N",6.971,214,"Elizabeth","New Jersey",7208,6890,"2020-09-26",47530,"2020-09-25",464596,"Pending"
"2dhPC7nPhJ","Multi Family",0,4,"Y","N",8.32,347,"Atlantic City","New Jersey",8404,8900,"2020-01-26",491736,"2020-02-25",202822,"Pending"
"eENT4HzUwS","Multi Family",0,2,"N","N",1.047,1430,"Atlantic City","New Jersey",8405,45600,"2020-12-04",160889,"2020-06-08",88513,"Pending"
"GTnNaqHLRd","Single Family",3,0,"N","N",7.458,286,"Basking Ridge","New Jersey",7920,7000,"2020-03-11",402946,"2020-04-21",401449,"Sold"
"UpaUxcPUD0","Single Family",0,2,"Y","N",1.82,2959,"Elizabeth","New Jersey",7215,26500,"2020-01-30",128337,"2020-12-19",94304,"Sold"
"5zOi7N266u","Land",4,2,"Y","N",3.399,533,"Atlantic City","New Jersey",8402,6500,"2020-06-25",144180,"2020-02-13",388708,"Pending"
"JtpcW2kos8","Land",3,4,"Y","Y",6.183,2196,"Atlantic City","New Jersey",8402,6500,"2020-09-24",406431,"2020-09-14",195668,"Sold"
"lH1rvAoXC0","Single Family",3,4,"N","Y",0.646,297,"Hammonton","New Jersey",8037,23729,"2020-12-09",14668,"2020-09-08",143717,"Pending"
"KP1rBDmtld","Single Family",5,4,"Y","Y",5.164,541,"Hudson County","New Jersey",7305,12700,"2020-02-21",418635,"2020-12-24",14405,"Sold"
"Cjw6HXdDUS","Single Family",5,1,"Y","N",3.481,1534,"Atlantic City","New Jersey",8405,45600,"2020-09-08",242202,"2020-07-19",274806,"Pending"
"Dy6yeq8PHU","Single Family",1,4,"N","N",1.68,2350,"Atlantic City","New Jersey",8405,45600,"2021-01-27",348757,"2020-08-29",472291,"Sold"
"nsrtNJEHaj","Multi Family",3,0,"N","Y",3.758,2673,"Elizabeth","New Jersey",7215,26500,"2020-11-01",352580,"2020-11-14",11430,"Pending"
"9YmNcbAMdz","Land",5,3,"N","Y",2.831,374,"Elizabeth","New Jersey",7208,6890,"2020-02-20",460512,"2020-05-08",313993,"Pending"
"iHM5SGEYiB","Land",2,3,"N","N",5.518,372,"Atlantic City","New Jersey",8402,6500,"2020-06-10",267086,"2020-04-05",433464,"Pending"
"PJWWSErl45","Single Family",3,4,"Y","Y",1.015,1709,"Hammonton","New Jersey",8037,23729,"2020-05-10",23835,"2020-10-30",58402,"Pending"
"GlLhi7G6Wi","Land",4,3,"N","Y",0.327,1037,"Elizabeth","New Jersey",7215,26500,"2020-09-20",164853,"2020-01-09",289842,"Pending"
"qtkZBv1JQW","Single Family",0,4,"N","N",8.036,1161,"Atlantic City","New Jersey",8402,6500,"2020-03-16",41832,"2020-10-23",326759,"Sold"
"XitnovEvzd","Single Family",1,0,"N","N",6.798,2749,"Elizabeth","New Jersey",7215,26500,"2020-03-18",109299,"2020-02-18",277760,"Sold"
"cd1jeQRmTq","Single Family",3,0,"N","Y",8.147,1316,"Elizabeth","New Jersey",7208,6890,"2020-01-24",159601,"2020-11-06",58113,"Sold"
"LrUxK5ULYO","Land",0,2,"Y","Y",7.277,449,"Elizabeth","New Jersey",7216,2100,"2021-01-21",151506,"2020-10-11",480046,"Pending"
"CfWiRx0CRF","Multi Family",1,3,"N","Y",6.966,2650,"Atlantic City","New Jersey",8404,8900,"2020-05-27",219853,"2020-06-19",495639,"Pending"
"3rdu8arlrX","Single Family",2,1,"Y","Y",8.006,964,"Basking Ridge","New Jersey",7920,7000,"2020-12-15",499765,"2020-06-23",39499,"Pending"
"bkJ4vNQ1pr","Multi Family",3,4,"Y","N",7.874,1268,"Basking Ridge","New Jersey",7920,7000,"2021-01-10",303150,"2020-08-23",74084,"Sold"
"iDEa0Z5GhB","Multi Family",0,3,"Y","N",2.432,1501,"Elizabeth","New Jersey",7215,26500,"2020-12-19",24765,"2020-03-11",17005,"Sold"
"BCaT5e9Fwk","Multi Family",2,4,"N","N",5.029,2147,"Atlantic City","New Jersey",8402,6500,"2020-01-21",464796,"2020-11-13",272199,"Sold"
"JbN0U2BU2M","Multi Family",1,2,"N","N",5.792,454,"Atlantic City","New Jersey",8402,6500,"2020-07-28",98196,"2020-11-06",346921,"Sold"
"iyFBYRNIQc","Multi Family",5,1,"N","N",1.409,870,"Elizabeth","New Jersey",7215,26500,"2020-04-27",455090,"2020-07-22",90527,"Pending"
"0iothljEEJ","Multi Family",3,0,"Y","N",0.592,2075,"Atlantic City","New Jersey",8402,6500,"2021-01-25",101718,"2020-07-07",64692,"Sold"
"rsVY3UuozU","Multi Family",0,1,"Y","N",5.981,2011,"Elizabeth","New Jersey",7215,26500,"2020-05-23",407974,"2020-02-16",397939,"Pending"
"Js4m9N6Lav","Land",4,1,"Y","N",5.189,818,"Basking Ridge","New Jersey",7920,7000,"2021-01-23",175475,"2020-10-06",343085,"Pending"
"1l5HDAjsmM","Land",1,4,"Y","Y",5.613,189,"Elizabeth","New Jersey",7215,26500,"2020-04-07",295055,"2020-05-24",271478,"Sold"
"GCVFQZM0S0","Single Family",0,0,"Y","N",4.178,2124,"Elizabeth","New Jersey",7215,26500,"2020-04-29",72648,"2020-02-12",429753,"Sold"
"KIHwxDU4aJ","Multi Family",1,4,"Y","Y",4.429,1098,"Elizabeth","New Jersey",7208,6890,"2020-05-13",386717,"2020-11-08",306269,"Pending"
"55SRP4ANg3","Land",3,0,"Y","N",9.386,2660,"Elizabeth","New Jersey",7216,2100,"2020-06-10",470558,"2020-11-26",77271,"Pending"
"iwvUDm8yL0","Land",5,4,"N","N",3.296,1980,"Elizabeth","New Jersey",7208,6890,"2020-07-13",215816,"2020-10-06",22327,"Sold"
"6rDb6FlV4g","Land",1,3,"N","Y",4.357,2930,"Hammonton","New Jersey",8037,23729,"2020-05-26",329178,"2020-11-14",157936,"Sold"
"JdUMRZivy5","Land",0,1,"Y","Y",5.729,1616,"Basking Ridge","New Jersey",7920,7000,"2020-08-20",385475,"2020-01-24",270833,"Pending"
"geRPlll9ai","Multi Family",2,4,"N","N",5.713,2796,"Elizabeth","New Jersey",7216,2100,"2020-02-20",113933,"2020-05-18",131246,"Pending"
"RulrQVlo6N","Single Family",5,2,"Y","N",3.097,493,"Elizabeth","New Jersey",7216,2100,"2020-02-28",304206,"2020-10-15",14993,"Pending"
"YupECLH9e4","Multi Family",3,4,"N","N",1.916,1620,"Hudson County","New Jersey",7305,12700,"2020-08-15",74300,"2020-11-29",171502,"Pending"
"MPvStDoMeo","Land",3,1,"Y","Y",1.869,1005,"Elizabeth","New Jersey",7216,2100,"2020-02-20",111213,"2020-02-06",327702,"Sold"
"t8w2ORFBWX","Multi Family",5,0,"Y","Y",1,425,"Atlantic City","New Jersey",8404,8900,"2020-03-21",33579,"2021-01-22",420500,"Pending"
"ZLjCBDo79A","Multi Family",5,1,"Y","Y",2.081,360,"Hammonton","New Jersey",8037,23729,"2020-05-10",163391,"2020-01-11",256772,"Sold"
"Da3G3jGLDx","Multi Family",3,3,"Y","Y",0.33,2835,"Atlantic City","New Jersey",8405,45600,"2021-01-30",323179,"2020-08-11",421687,"Sold"
"WL9ouwbqvF","Land",1,2,"N","Y",9.572,1497,"Atlantic City","New Jersey",8405,45600,"2020-04-14",200567,"2020-10-24",343087,"Pending"
"xVp8kpdO9U","Land",0,1,"N","Y",7.115,1518,"Elizabeth","New Jersey",7208,6890,"2020-08-12",432155,"2020-10-12",196454,"Pending"
"Cm4Al1lkUF","Single Family",4,2,"Y","N",7.084,373,"Elizabeth","New Jersey",7215,26500,"2020-08-18",236633,"2021-01-19",176240,"Pending"
"VKb8fsQpYf","Single Family",0,2,"N","Y",3.636,1547,"Basking Ridge","New Jersey",7920,7000,"2020-07-10",262990,"2020-03-12",150045,"Sold"
"si6Gair9rD","Land",1,4,"N","N",1.087,128,"Atlantic City","New Jersey",8405,45600,"2020-11-29",434894,"2020-06-24",227607,"Sold"
"66h6kyATie","Land",2,4,"N","Y",9.701,2598,"Hammonton","New Jersey",8037,23729,"2020-12-13",486313,"2020-08-05",120258,"Pending"
"jJURr73In0","Land",5,3,"N","N",4.345,1307,"Elizabeth","New Jersey",7208,6890,"2020-03-23",66524,"2020-04-28",233135,"Pending"
"KOF3Vadbt6","Single Family",0,2,"Y","Y",2.16,563,"Atlantic City","New Jersey",8402,6500,"2020-11-08",112395,"2020-10-04",246068,"Pending"
"cWiICzEpPd","Single Family",1,3,"Y","Y",1.386,2102,"Elizabeth","New Jersey",7215,26500,"2020-04-10",451896,"2020-04-27",425708,"Sold"
"5OjAx2g4Q0","Land",2,2,"Y","N",3.339,808,"Hammonton","New Jersey",8037,23729,"2021-01-05",199627,"2020-11-28",147957,"Pending"
"PPSn8tiuQH","Land",3,0,"Y","Y",4.833,2868,"Hammonton","New Jersey",8037,23729,"2020-10-09",489811,"2021-01-28",101218,"Pending"
"ehx0SKaaii","Multi Family",3,2,"Y","N",9.089,722,"Atlantic City","New Jersey",8404,8900,"2020-10-12",242580,"2020-08-17",317372,"Pending"
"lQmTeiIYA9","Multi Family",1,1,"N","Y",9.335,2150,"Atlantic City","New Jersey",8402,6500,"2020-11-05",289006,"2020-05-03",229992,"Pending"
"XvAL2C7dyV","Land",3,3,"N","N",3.787,412,"Elizabeth","New Jersey",7208,6890,"2020-05-08",196747,"2020-08-03",497730,"Pending"
"bOlJY6zGMg","Multi Family",4,2,"Y","N",2.489,1027,"Elizabeth","New Jersey",7208,6890,"2020-10-17",56855,"2020-04-20",61494,"Sold"
"ppXHwqyZQU","Multi Family",1,0,"Y","N",4.502,2580,"Hammonton","New Jersey",8037,23729,"2020-04-16",193470,"2021-01-16",173452,"Sold"
"V0SGoYC0DB","Land",2,4,"Y","N",6.419,2193,"Hammonton","New Jersey",8037,23729,"2020-03-30",46153,"2020-06-29",408089,"Sold"
"YYexi0aNxr","Single Family",0,1,"N","Y",2.184,739,"Atlantic City","New Jersey",8402,6500,"2020-01-18",396111,"2020-06-08",46616,"Pending"
"bWESCdZ50U","Land",1,2,"N","Y",5.623,1836,"Atlantic City","New Jersey",8405,45600,"2020-01-07",173134,"2020-03-24",79124,"Sold"
"1l5HDAjsmM","Land",1,4,"Y","Y",5.613,189,"Elizabeth","New Jersey",7208,6890,"2020-04-07",295055,"2020-05-24",271478,"Sold"
"uW3CgKaVkP","Land",5,4,"Y","N",5.549,2301,"Atlantic City","New Jersey",8404,8900,"2020-04-25",257852,"2020-07-17",217551,"Sold"
"IcD78u0HPK","Land",0,3,"Y","Y",6.216,218,"Atlantic City","New Jersey",8402,6500,"2020-06-10",498695,"2020-07-17",270353,"Sold"
"NKihxbwen3","Land",0,1,"N","Y",7.146,681,"Elizabeth","New Jersey",7208,6890,"2020-11-05",222569,"2020-10-28",179866,"Sold"
"LRLjrvIjsp","Land",5,1,"N","N",1.078,2156,"Hudson County","New Jersey",7305,12700,"2020-03-14",284097,"2020-11-14",360206,"Sold"
"KvV5FNWUA6","Land",5,3,"N","Y",3.345,457,"Elizabeth","New Jersey",7208,6890,"2020-04-04",481822,"2021-01-25",135835,"Sold"
"w6qqalwXPP","Multi Family",1,4,"Y","Y",7.728,1450,"Atlantic City","New Jersey",8404,8900,"2020-09-02",143985,"2020-12-25",330082,"Pending"
"1e2zUZiHQq","Single Family",4,1,"Y","N",7.024,2865,"Atlantic City","New Jersey",8404,8900,"2020-07-08",23131,"2020-03-05",311983,"Sold"
"0QfNMQst4M","Single Family",4,1,"N","N",1.405,1458,"Elizabeth","New Jersey",7208,6890,"2020-10-15",152153,"2020-05-05",66264,"Pending"
"Le4JjWR8jN","Single Family",1,0,"N","N",1.369,2170,"Atlantic City","New Jersey",8402,6500,"2021-01-02",494268,"2020-03-07",280411,"Sold"
"KvV5FNWUA6","Land",5,3,"N","Y",3.345,457,"Elizabeth","New Jersey",7215,26500,"2020-04-04",481822,"2021-01-25",135835,"Sold"
"vmpDUmBFzH","Land",2,0,"Y","N",8.214,1267,"Elizabeth","New Jersey",7208,6890,"2020-05-02",165067,"2020-12-22",131751,"Pending"
"YubSESQrpS","Multi Family",1,2,"Y","N",2.858,2647,"Elizabeth","New Jersey",7215,26500,"2020-11-21",480689,"2020-08-20",95779,"Sold"
"xbzEh6jxLA","Single Family",1,3,"Y","Y",3.976,2854,"Atlantic City","New Jersey",8404,8900,"2020-10-24",44793,"2020-03-27",176145,"Sold"
"GRPbBBLH2N","Single Family",2,3,"N","N",5.598,1717,"Elizabeth","New Jersey",7208,6890,"2020-04-30",378210,"2021-01-09",34803,"Sold"
"7SdMn37AbQ","Land",1,1,"N","N",5.207,456,"Elizabeth","New Jersey",7216,2100,"2020-03-12",75776,"2020-09-16",47234,"Pending"
"NKihxbwen3","Land",0,1,"N","Y",7.146,681,"Elizabeth","New Jersey",7215,26500,"2020-11-05",222569,"2020-10-28",179866,"Sold"
"IlXXGdOE38","Land",5,3,"N","N",6.361,2194,"Hammonton","New Jersey",8037,23729,"2020-09-26",444018,"2020-02-08",134160,"Sold"
"On2kcLqPm1","Single Family",2,3,"Y","Y",7.276,635,"Hammonton","New Jersey",8037,23729,"2020-12-22",274386,"2020-05-30",172171,"Pending"
"F7OZousRgh","Multi Family",3,0,"N","Y",8.826,609,"Atlantic City","New Jersey",8405,45600,"2020-09-10",398544,"2020-10-31",140522,"Sold"
"4Wcfjtc0df","Single Family",5,3,"Y","N",7.652,2241,"Hudson County","New Jersey",7305,12700,"2020-04-21",278694,"2020-02-13",258947,"Sold"
"qJllXxCoTu","Multi Family",5,4,"N","N",1.462,1869,"Atlantic City","New Jersey",8405,45600,"2020-12-22",226649,"2020-08-15",450131,"Pending"
"XwiKjJLqEt","Multi Family",1,0,"Y","N",1.259,2099,"Atlantic City","New Jersey",8404,8900,"2020-07-29",165364,"2020-08-26",197407,"Sold"
"CfWiRx0CRF","Multi Family",1,3,"N","Y",6.966,2650,"Atlantic City","New Jersey",8405,45600,"2020-05-27",219853,"2020-06-19",495639,"Pending"
"NHBTsBsp6z","Land",1,0,"Y","Y",6.489,2059,"Atlantic City","New Jersey",8402,6500,"2020-08-02",56167,"2020-01-07",354678,"Sold"
"ZAeU3PqOoO","Land",1,2,"Y","Y",8.138,2116,"Atlantic City","New Jersey",8405,45600,"2020-06-05",427054,"2020-12-26",53964,"Sold"
"NfnUc6XMjB","Multi Family",3,4,"N","N",0.891,2143,"Elizabeth","New Jersey",7216,2100,"2020-08-20",266786,"2020-07-25",93759,"Pending"
"SjtGrjKjf3","Multi Family",3,1,"N","Y",3.582,1617,"Atlantic City","New Jersey",8404,8900,"2021-01-13",270647,"2020-01-27",459104,"Sold"
"M5cAi9XF1O","Land",4,3,"N","Y",7.148,2801,"Atlantic City","New Jersey",8404,8900,"2020-04-27",172069,"2020-08-26",289586,"Sold"
"8pghJdEva7","Land",5,4,"Y","Y",8.392,2324,"Atlantic City","New Jersey",8402,6500,"2020-06-26",64977,"2020-09-16",458994,"Sold"
"5dRm6v3Lc3","Multi Family",1,0,"Y","Y",0.136,1707,"Elizabeth","New Jersey",7216,2100,"2020-04-24",435502,"2020-11-10",424989,"Sold"
